,App,Category,CategoryNum,Rating,Reviews,Size,Installs,Free,Price,Content Rating,Content RatingNum,Genre_1,Genre_2,Last Updated,Current Ver,Android Ver
3445,AC Remote for Daikin - NOW FREE,TOOLS,26,3,383,26000000,50000,1,0,Everyone,1,Tools,nan,30/07/2018,6.1.7,4.2
3446,A/C Universal Remote Control,TOOLS,26,3,3263,3000000,1000000,1,0,Everyone,1,Tools,nan,16/05/2017,1.17,3
3447,AC Remote for LG - NOW FREE,TOOLS,26,3,1041,28000000,100000,1,0,Everyone,1,Tools,nan,30/07/2018,6.1.7,4.2
3448,Plug-in app (System AC),TOOLS,26,3,126,11000000,10000,1,0,Everyone,1,Tools,nan,06/08/2017,v1.1072.35.0,4
3449,LG AC Smart Diagnosis,LIFESTYLE,17,3,377,6100000,100000,1,0,Everyone,1,Lifestyle,nan,21/03/2017,1.1.4,4
3450,AC Remote for Midea - NOW FREE,TOOLS,26,4,448,26000000,100000,1,0,Everyone,1,Tools,nan,30/07/2018,6.1.7,4.2
3451,Ac remote control,TOOLS,26,3,822,5000000,50000,1,0,Everyone,1,Tools,nan,27/02/2017,1.1,2.3
3452,A/C REFRIGERANT CAPACITY,BUSINESS,5,1,84,2100000,10000,1,0,Everyone,1,Business,nan,28/10/2014,1,4.1
3453,Remote Control For All AC - Universal Remote,PRODUCTIVITY,28,2,166,6100000,10000,1,0,Everyone,1,Productivity,nan,28/07/2018,1.1,4.0.3
3454,All Type Ac Repair & Services,LIFESTYLE,17,4,45,2200000,10000,1,0,Everyone,1,Lifestyle,nan,26/12/2017,0.8,4.1
3455,AC - Tips & News for Androidâ„¢,NEWS_AND_MAGAZINES,32,4,23291,14000000,1000000,1,0,Everyone 10+,3,News & Magazines,nan,24/05/2018,3.1.12,4.1
3456,AC Remote Control Simulator,FAMILY,19,3,353,2300000,100000,1,0,Everyone,1,Entertainment,nan,12/04/2017,1,4.0.3
3457,"Mi Remote controller - for TV, STB, AC and more",TOOLS,26,4,114340,28000000,10000000,1,0,Everyone,1,Tools,nan,08/01/2018,5.7.1,4.2
3458,AcDisplay,PERSONALIZATION,27,4,66473,3000000,1000000,1,0,Everyone,1,Personalization,nan,30/07/2015,3.8.4,4.1
3459,AC Mobile Control,HOUSE_AND_HOME,15,3,1450,9700000,100000,1,0,Everyone,1,House & Home,nan,11/05/2013,2.4,2.2
3460,AC Remote For LG,TOOLS,26,3,1298,3400000,100000,1,0,Everyone,1,Tools,nan,20/02/2018,1,4
3461,Universal AC Remote Control Simulator,FAMILY,19,3,119,3900000,50000,1,0,Everyone,1,Entertainment,nan,22/12/2017,1,4
3462,Hi-Smart AC,TOOLS,26,2,32,9400000,1000,1,0,Everyone,1,Tools,nan,04/03/2018,1.1.0,4.4
3463,AC Remote for Sharp - NOW FREE,TOOLS,26,3,332,26000000,50000,1,0,Everyone,1,Tools,nan,30/07/2018,6.1.7,4.2
3464,AC Remote for Samsung - NOW FREE,TOOLS,26,3,566,27000000,100000,1,0,Everyone,1,Tools,nan,30/07/2018,6.1.7,4.2
3465,Pocket AC,PHOTOGRAPHY,23,4,130,4400000,1000,0,9.99,Everyone,1,Photography,nan,27/06/2018,3.1.1,4.1
3466,AC Remote for Carrier - NOW FREE,TOOLS,26,3,163,26000000,10000,1,0,Everyone,1,Tools,nan,30/07/2018,6.1.7,4.2
3467,"AC & TV, DVD, Set Top Box - Remote control IR",TOOLS,26,3,3632,3200000,1000000,1,0,Everyone,1,Tools,nan,13/11/2017,11;11.26,4.0.3
3468,ac remote control,TOOLS,26,3,9514,7000000,500000,1,0,Everyone,1,Tools,nan,07/11/2018,acremotecontrol-v7,4.0.3
3469,Ad Detect Plugin - Handy Tool,PRODUCTIVITY,28,3,5107,1400000,500000,1,0,Everyone,1,Productivity,nan,28/12/2015,1.6.3,2.3
3470,AppBrain Ad Detector,TOOLS,26,3,9221,1700000,1000000,1,0,Everyone,1,Tools,nan,04/12/2018,2.2.1,4.1
3471,AdClear Ad blocker for Samsung,TOOLS,26,4,1586,1500000,500000,1,0,Everyone,1,Tools,nan,09/07/2017,1.0.5,5
3472,Adblock Browser for Android,COMMUNICATION,7,4,121113,39000000,10000000,1,0,Everyone,1,Communication,nan,07/11/2018,1.4.0,4.1
3473,"CM Browser - Ad Blocker , Fast Download , Privacy",COMMUNICATION,7,4,2265084,6100000,50000000,1,0,Everyone,1,Communication,nan,31/07/2018,5.22.18.0006,4
3474,cronometer (ad free),HEALTH_AND_FITNESS,14,3,1075,8300000,50000,0,2.99,Everyone,1,Health & Fitness,nan,13/07/2018,2.1.2,4.4
3475,Ad Detector,TOOLS,26,3,208,730000,50000,1,0,Everyone,1,Tools,nan,28/07/2014,1,2.3
3476,Adblock Plus for Samsung Internet - Browse safe.,COMMUNICATION,7,4,8769,2100000,1000000,1,0,Everyone,1,Communication,nan,04/05/2018,1.1.4,5
3477,MyRadar NOAA Weather Radar Ad Free,WEATHER,30,4,3005,26000000,10000,0,2.99,Everyone,1,Weather,nan,08/04/2018,7.1.4,4.0.3
3478,Safe Notes - Secure Ad-free notepad,PRODUCTIVITY,28,4,3362,756000,50000,1,0,Everyone,1,Productivity,nan,21/11/2017,1.7,4
3479,Adblock Fast,PRODUCTIVITY,28,4,9914,3200000,1000000,1,0,Everyone,1,Productivity,nan,17/05/2017,1.4.0,5
3480,FVD Ad-Free,TOOLS,26,4,1774,4099999,10000,0,1.99,Everyone,1,Tools,nan,10/05/2017,4.4.3,3
3481,2000 AD Comics and Judge Dredd,COMICS,6,3,705,20000000,50000,1,0,Teen,2,Comics,nan,19/07/2018,1.3.0,4.0.3
3482,Anti Adware,TOOLS,26,3,18751,3600000,1000000,1,0,Everyone,1,Tools,nan,19/06/2018,3.6,4.1
3483,Ad Blocker Turbo - Adblocker Browser,COMMUNICATION,7,3,107,44000000,10000,1,0,Everyone,1,Communication,nan,29/01/2018,1.0.5,4.1
3484,Weather & Radar Pro - Ad-Free,WEATHER,30,4,25243,26000000,100000,0,2.99,Everyone,1,Weather,nan,08/01/2018,4.34.0,4.4
3485,ONScripter Plus (Ad Free),GAME,18,4,100,17000000,1000,0,3.99,Everyone,1,Adventure,nan,04/07/2016,1.2.4,4.1
3486,Vpn Hosts (ad blocker & no root & support ipv6 ),TOOLS,26,4,319,1100000,10000,0,2.99,Everyone,1,Tools,nan,07/03/2018,2.0.1,4.4
3487,Google AdSense,PRODUCTIVITY,28,4,52677,2900000,1000000,1,0,Everyone,1,Productivity,nan,13/12/2017,3.3,4
3488,Ad-free Triangle Solver,FAMILY,19,4,118,24000000,10000,1,0,Everyone,1,Education,nan,20/08/2015,6.3.1,4.2
3489,Ez Screen Recorder (no ad),VIDEO_PLAYERS,31,4,8696,14000000,100000,1,0,Everyone,1,Video Players & Editors,nan,06/03/2018,2.1.4,5
3490,Best Applock - Locker & No Ads,PRODUCTIVITY,28,4,10672,6900000,100000,1,0,Everyone,1,Productivity,nan,23/06/2018,2.1.1,4.1
3491,Local Services ads by Google,BUSINESS,5,4,7,12000000,1000,1,0,Everyone,1,Business,nan,17/07/2018,3.3.270,4
3492,Ad Block REMOVER - NEED ROOT,TOOLS,26,3,999,91000,100000,1,0,Everyone,1,Tools,nan,17/12/2013,3.2,2.2
3493,WhatsFake Pro (Ad free),SOCIAL,21,4,204,9400000,5000,0,0.99,Everyone,1,Social,nan,25/09/2017,1.4,4.1
3494,Photo Compress 2.0 - Ad Free,TOOLS,26,4,6267,1700000,1000000,1,0,Everyone,1,Tools,nan,05/07/2016,2.1,3.2
3495,Ad Removal: thereisonlywe,PRODUCTIVITY,28,3,16,293000,100,0,6.49,Everyone,1,Productivity,nan,05/03/2014,1,2.2
3496,Solitaire: Decked Out Ad Free,GAME,18,4,37302,35000000,500000,1,0,Everyone,1,Card,nan,05/08/2017,1.3.3,4.1
3497,"WeatherClear - Ad-free Weather, Minute forecast",WEATHER,30,4,3252,3800000,50000,1,0,Everyone,1,Weather,nan,25/06/2017,1.2.6,4.1
3498,Ad Remove Plugin for App2SD,PRODUCTIVITY,28,4,66,17000,1000,0,1.29,Everyone,1,Productivity,nan,25/09/2013,1.0.0,2.2
3499,"Digital Clock : Simple, Tiny, Ad-free Desk Clock.",LIFESTYLE,17,4,317,74000,50000,1,0,Everyone,1,Lifestyle,nan,21/12/2016,3,2.3
3500,Google Ads,BUSINESS,5,4,29331,20000000,5000000,1,0,Everyone,1,Business,nan,30/07/2018,1.12.0,4.0.3
3501,RAM Cleanup Ad-Free Option,TOOLS,26,4,457,1100000,10000,0,2.99,Everyone,1,Tools,nan,26/07/2016,3,4.1
3502,Emo Ads Blocker Browser,TOOLS,26,3,1555,4099999,100000,1,0,Everyone,1,Tools,nan,17/09/2015,1.4,3
3503,Bing Ads,BUSINESS,5,4,1828,13000000,100000,1,0,Everyone,1,Business,nan,20/07/2018,2.13.2,4.1
3504,Apps Ads Detector,TOOLS,26,3,315,8300000,100000,1,0,Everyone,1,Tools,nan,19/02/2018,25,4.0.3
3505,TIMBER AD FILTER - Very useful ad block app,PRODUCTIVITY,28,3,1343,9000000,100000,1,0,Everyone,1,Productivity,nan,03/12/2018,1.0.26,5
3506,Alchemy Classic Ad Free,FAMILY,19,4,20178,9000000,100000,1,0,Everyone,1,Puzzle,nan,26/05/2014,1.7.3,1.6
3507,Easy Hotspot Ad Free,TOOLS,26,5,2,3300000,10,0,0.99,Everyone,1,Tools,nan,26/07/2018,1.05,4
3508,"AE + Aerie: Jeans, Dresses, Swimsuits & Bralettes",SHOPPING,22,4,20476,28000000,1000000,1,0,Everyone,1,Shopping,nan,17/07/2018,5.6.0,4.4
3509,A&E - Watch Full Episodes of TV Shows,FAMILY,19,4,29708,19000000,1000000,1,0,Teen,2,Entertainment,nan,16/07/2018,3.1.4,4.4
3510,Adobe Premiere Clip,VIDEO_PLAYERS,31,3,39495,59000000,5000000,1,0,Everyone,1,Video Players & Editors,nan,26/06/2018,1.1.4.1296,4.4
3511,Shortcuts for After Effects,FAMILY,19,3,464,1900000,50000,1,0,Everyone,1,Education,nan,08/09/2014,1,2.3
3512,AE Sudoku,FAMILY,19,4,2171,12000000,100000,1,0,Everyone,1,Puzzle,nan,29/07/2015,1.1.0,2.2
3513,ESS Mobile for AE,PRODUCTIVITY,28,1,63,1800000,5000,1,0,Everyone,1,Productivity,nan,27/09/2016,2.0.1027,3
3514,AE Jewels 2: Island Adventures,GAME,18,4,652,30000000,10000,1,0,Everyone,1,Action,nan,24/02/2016,1,2.3
3515,AE Jewels,GAME,18,4,960,18000000,50000,1,0,Everyone,1,Action,nan,20/08/2015,1.0.5,3
3516,AE Coin Mania : Arcade Fun,GAME,18,4,30002,29000000,1000000,1,0,Teen,2,Casino,nan,02/08/2018,2.3.5,4.0.3
3517,AE Roundy POP,FAMILY,19,4,5262,26000000,100000,1,0,Everyone,1,Casual,nan,23/03/2016,1.1.2,2.3
3518,Mupen64+AE FREE (N64 Emulator),GAME,18,4,41759,12000000,1000000,1,0,Everyone,1,Arcade,nan,19/01/2014,2.4.4,2
3519,Mupen64Plus AE (N64 Emulator),GAME,18,4,4569,12000000,100000,0,0.99,Everyone,1,Arcade,nan,19/01/2014,2.4.4,2
3520,AE Lucky Fishing,GAME,18,4,18277,17000000,1000000,1,0,Teen,2,Arcade,nan,14/03/2016,2.0.2,2.3
3521,AE Video Poker,GAME,18,4,721,18000000,50000,1,0,Teen,2,Casino,nan,31/12/2015,1.3.2,2.3
3522,AE Solitaire,GAME,18,4,1776,26000000,50000,1,0,Everyone,1,Card,nan,01/04/2018,2.3.4,4.0.3
3523,AE Blackjack,GAME,18,4,1417,17000000,100000,1,0,Teen,2,Card,nan,27/11/2015,1.3.1,2.3
3524,AE Gun Ball: arcade ball games,GAME,18,3,8581,12000000,1000000,1,0,Everyone,1,Arcade,nan,13/12/2013,1.0.2,2.2
3525,AE Order,TOOLS,26,4,19,317000,1000,1,0,Everyone,1,Tools,nan,11/12/2013,2.0.131112,2.3
3526,TV.AE,FAMILY,19,3,109,7500000,10000,1,0,Everyone,1,Entertainment,nan,21/09/2017,1.0.4,4.4
3527,AE Garage,AUTO_AND_VEHICLES,2,4,64,66000000,1000,1,0,Everyone,1,Auto & Vehicles,nan,27/06/2017,1,4.1
3528,AE Bulletins,BOOKS_AND_REFERENCE,4,4,14,30000000,1000,1,0,Everyone,1,Books & Reference,nan,18/07/2018,2.2.5,4.0.3
3529,AE 3D Moto 3,GAME,18,3,2588,26000000,100000,1,0,Everyone 10+,3,Racing,nan,31/12/2014,1.7.1,2.3
3530,AE FreeCell,GAME,18,4,358,15000000,10000,1,0,Everyone,1,Card,nan,11/06/2014,1.1.5,2.3
3531,AE City Jump,GAME,18,4,804,27000000,10000,1,0,Everyone,1,Action,nan,18/07/2018,1.0.4,4
3532,AE Angry Chef,GAME,18,4,533,39000000,10000,1,0,Everyone 10+,3,Action,nan,24/01/2014,1,2.1
3533,Ae Allah na Dai (Rasa),BOOKS_AND_REFERENCE,4,4,263,9100000,10000,1,0,Everyone,1,Books & Reference,nan,01/01/2015,2,2.1
3534,FilmoraGo - Free Video Editor,VIDEO_PLAYERS,31,4,238459,35000000,10000000,1,0,Everyone,1,Video Players & Editors,nan,06/06/2018,3.1.4,4.2
3535,Event Manager - AllEvents.in,EVENTS,11,4,120,5100000,10000,1,0,Everyone,1,Events,nan,25/07/2018,2.5,4.0.3
3536,Nasihat - Chalo ae Pyaara,FAMILY,19,4,557,6700000,10000,1,0,Everyone,1,Education,nan,10/09/2015,1,2.1
3537,AE Master Moto,GAME,18,4,17876,37000000,1000000,1,0,Everyone,1,Racing,nan,12/10/2015,1.8.6,2.3
3538,Brica BPRO5 AE,PHOTOGRAPHY,23,3,4726,3900000,500000,1,0,Everyone,1,Photography,nan,17/06/2015,v1.0,3.1
3539,AE Air Hockey,SPORTS,24,3,926,7600000,50000,1,0,Everyone,1,Sports,nan,08/01/2013,1.0.0,2.2
3540,AE Fishing Hunter,GAME,18,4,14,6600000,1000,1,0,Everyone,1,Adventure,nan,15/03/2016,0.0.3,3
3541,ActionDirector Video Editor - Edit Videos Fast,VIDEO_PLAYERS,31,4,74531,32000000,5000000,1,0,Everyone,1,Video Players & Editors,nan,15/06/2018,2.12.0,4.3
3542,AE Checkout Plugin,SHOPPING,22,3,208,78000,10000,1,0,Everyone,1,Shopping,nan,02/11/2015,1.3.1,2.3
3543,NewTek NDI,PHOTOGRAPHY,23,3,77,1200000,1000,0,19.99,Everyone,1,Photography,nan,26/10/2016,1.1,4.1
3544,AfterFocus,PHOTOGRAPHY,23,4,165224,15000000,10000000,1,0,Everyone,1,Photography,nan,07/08/2016,2.1.0,4.0.3
3545,AF Link,NEWS_AND_MAGAZINES,32,4,210,18000000,10000,1,0,Everyone,1,News & Magazines,nan,31/05/2018,v4.29.0.9,4.4
3546,AF Hydro,HEALTH_AND_FITNESS,14,2,136,15000000,10000,1,0,Everyone,1,Health & Fitness,nan,05/12/2018,1.0.5,4.4
3547,Gunship III Vietnam People AF,FAMILY,19,4,726,19000000,5000,0,4.99,Everyone,1,Simulation,nan,12/09/2016,3.8.4,2.3.3
3548,AF Comics Reader - Free,COMICS,6,2,5,4099999,100,1,0,Everyone,1,Comics,nan,11/10/2017,1,4.1
3549,Camera FV-5 Lite,PHOTOGRAPHY,23,4,130063,5600000,10000000,1,0,Everyone,1,Photography,nan,11/10/2017,3.31.4,4
3550,Flim Af Somali Hindi Fanproj,FAMILY,19,3,12,3500000,1000,1,0,Everyone,1,Entertainment,nan,22/06/2018,1,4
3551,"Cardiac diagnosis (heart rate, arrhythmia)",MEDICAL,20,4,4559,6400000,100000,1,0,Everyone,1,Medical,nan,27/07/2018,117,3
3552,DSLR camera - Auto Focus and Blur Professional,PHOTOGRAPHY,23,3,30,3000000,10000,1,0,Everyone,1,Photography,nan,18/04/2018,5.1.2,4.0.3
3553,AF-STROKE (FREE),MEDICAL,20,4,93,924000,10000,1,0,Teen,2,Medical,nan,25/01/2013,1.1,2.1
3554,Hesab.af - Send money in Afghanistan,FINANCE,12,4,51,11000000,1000,1,0,Everyone,1,Finance,nan,15/04/2018,1.4.0,4.1
3555,AppFinder by AppTap,TOOLS,26,2,2221,4900000,5000000,1,0,Everyone,1,Tools,nan,10/03/2017,1.8.2.7,5
3556,Bazar.af,SHOPPING,22,4,13,1300000,500,1,0,Everyone,1,Shopping,nan,07/07/2017,cli-6.5.0,4
3557,DSLR Blur Camera Auto Focus,TOOLS,26,3,75,4700000,10000,1,0,Everyone,1,Tools,nan,06/07/2018,1.3,4.0.3
3558,Ariana News AF,NEWS_AND_MAGAZINES,32,4,20,3100000,5000,1,0,Everyone,1,News & Magazines,nan,07/10/2017,1.1,4
3559,easyFocus,PHOTOGRAPHY,23,3,3396,266000,500000,1,0,Everyone,1,Photography,nan,28/11/2012,1.2.0,2.2
3560,Open Camera,PHOTOGRAPHY,23,4,116769,2000000,10000000,1,0,Everyone,1,Photography,nan,23/04/2018,1.43.3,4.0.3
3561,Blur Image - DSLR focus effect,PHOTOGRAPHY,23,3,38055,4099999,5000000,1,0,Everyone,1,Photography,nan,16/06/2017,1.17,4
3562,Tafsiir Quraan MP3 Af Soomaali Quraanka Kariimka,LIFESTYLE,17,5,7,3400000,1000,1,0,Everyone,1,Lifestyle,nan,06/09/2018,1.4,4
3563,Camera Pro,PHOTOGRAPHY,23,4,7479,13000000,1000000,1,0,Everyone,1,Photography,nan,16/04/2018,5.4,4
3564,RÐ¾hi.af,NEWS_AND_MAGAZINES,32,4,46,46000000,1000,1,0,Everyone,1,News & Magazines,nan,05/01/2017,1.0.1,4.1
3565,HD Camera - silent shutter,PHOTOGRAPHY,23,4,26530,3900000,1000000,1,0,Everyone,1,Photography,nan,23/07/2018,2.3.5,3.2
3566,Auto Dslr Photo Effect : Auto Focus Effect,PHOTOGRAPHY,23,3,6,3500000,1000,1,0,Everyone,1,Photography,nan,20/02/2018,1.6,4.0.3
3567,Gun Strike Shoot,GAME,18,4,94761,17000000,10000000,1,0,Teen,2,Action,nan,21/02/2017,1.1.4,2.3
3568,All Football - Latest News & Videos,SPORTS,24,4,152653,17000000,10000000,1,0,Everyone,1,Sports,nan,08/03/2018,3.0.5,4.1
3569,50000 Free eBooks & Free AudioBooks,BOOKS_AND_REFERENCE,4,4,52312,11000000,5000000,1,0,Teen,2,Books & Reference,nan,19/05/2018,5.3.4,4.4
3570,King of Avalon: Dragon Warfare,FAMILY,19,4,306652,64000000,10000000,1,0,Everyone 10+,3,Strategy,nan,31/07/2018,4.6.4,4.0.3
3571,What's Up,LIFESTYLE,17,4,23453,10000000,1000000,1,0,Everyone,1,Lifestyle,nan,26/10/2017,2,4
3572,Afterlight,PHOTOGRAPHY,23,4,50893,35000000,1000000,1,0,Everyone,1,Photography,nan,20/11/2014,1.0.6,4.0.3
3573,Blurfoto : Auto blur photo background & DSLR focus,PHOTOGRAPHY,23,4,2215,12000000,500000,1,0,Everyone,1,Photography,nan,27/07/2018,1.12,4.3
3574,Blur,PHOTOGRAPHY,23,4,9013,2400000,1000000,1,0,Everyone,1,Photography,nan,18/06/2018,4.0.2,4.4
3575,"AG Contacts, Premium edition",COMMUNICATION,7,4,88,3700000,500,0,4.99,Everyone,1,Communication,nan,18/05/2018,8.05.18.14250,4.0.3
3576,Ag PhD Field Guide,BOOKS_AND_REFERENCE,4,4,114,6300000,10000,1,0,Everyone,1,Books & Reference,nan,25/05/2015,2,2.3
3577,AG Drive 3D,GAME,18,3,164,22000000,10000,1,0,Everyone,1,Adventure,nan,20/03/2015,1.0.1,2.3.3
3578,"AG Contacts, Lite edition",COMMUNICATION,7,4,185,3700000,5000,1,0,Everyone,1,Communication,nan,18/05/2018,8.05.18.14250,4.0.3
3579,Trimble Ag Mobile,PRODUCTIVITY,28,4,85,44000000,10000,1,0,Everyone,1,Productivity,nan,08/02/2018,2.7.8,4.1
3580,Ag PhD Deficiencies,BOOKS_AND_REFERENCE,4,3,20,9700000,10000,1,0,Everyone,1,Books & Reference,nan,21/06/2016,1,4.0.3
3581,AG Screen Recorder,TOOLS,26,3,7,2700000,1000,1,0,Everyone,1,Tools,nan,04/03/2018,3,5
3582,AG Subway Simulator Mobile,FAMILY,19,4,623,47000000,5000,0,0.99,Everyone,1,Simulation,nan,06/02/2018,1.3.0.6,4.1
3583,AG Subway Simulator Lite,FAMILY,19,4,6738,56000000,100000,1,0,Everyone,1,Simulation,nan,06/08/2018,1.2.6,4.1
3584,EZ Ag Mobile,FINANCE,12,3,19,24000000,5000,1,0,Everyone,1,Finance,nan,08/12/2017,9.0.00,3
3585,Ag PhD Soils,PRODUCTIVITY,28,2,3,16000000,1000,1,0,Everyone,1,Productivity,nan,16/07/2018,1.24.1,4.4
3586,All States Ag Parts,SHOPPING,22,4,68,6500000,10000,1,0,Everyone,1,Shopping,nan,25/01/2018,5.26.0,5
3587,VR AG Racing for Cardboard,GAME,18,3,13,27000000,1000,1,0,Everyone,1,Racing,nan,29/09/2016,1.1,4.1
3588,Safe Ag Systemsâ„¢,BUSINESS,5,4,3,36000000,100,1,0,Everyone,1,Business,nan,22/07/2018,2.0.3,4.0.3
3589,Lakeside AG Moultrie,LIFESTYLE,17,5,3,8600000,50,1,0,Everyone,1,Lifestyle,nan,23/05/2017,1,4.1
3590,Mix Tank â€“ Tank Mixing Ag App,PRODUCTIVITY,28,3,64,15000000,10000,1,0,Everyone,1,Productivity,nan,16/10/2017,4.2,4.4
3591,Eternal Light AG,SOCIAL,21,5,30,13000000,100,1,0,Teen,2,Social,nan,19/05/2018,1.04,4.0.3
3592,Platincoin Wallet - PLC Group AG,LIBRARIES_AND_DEMO,16,4,375,15000000,10000,1,0,Everyone,1,Libraries & Demo,nan,06/01/2018,2.0.1,4.0.3
3593,Ag Valley Cooperative,BUSINESS,5,5,6,74000000,500,1,0,Everyone,1,Business,nan,26/06/2017,2.3,4
3594,Fertilizer Removal By Crop,BOOKS_AND_REFERENCE,4,4,295,6900000,50000,1,0,Everyone,1,Books & Reference,nan,20/06/2017,2.0.3,4.0.3
3595,AG Track,TOOLS,26,4,12,8700000,100,1,0,Everyone,1,Tools,nan,23/03/2018,3.3,4
3596,Denis Brogniart - AH !,FAMILY,19,4,2931,818000,100000,1,0,Everyone,1,Entertainment,nan,08/04/2017,1.1,4.2
3597,AH Connect (Adventist Health),HEALTH_AND_FITNESS,14,3,5,59000000,1000,1,0,Everyone,1,Health & Fitness,nan,23/01/2018,3.5.1,4.4
3598,AH Kollection for KLWP,PERSONALIZATION,27,4,644,59000000,50000,1,0,Everyone,1,Personalization,nan,30/04/2017,Version 1.20,4.4
3599,Chenoweth AH,MEDICAL,20,5,1,27000000,100,1,0,Everyone,1,Medical,nan,04/03/2017,300000.0.78,4.0.3
3600,Ah! Cutie,FAMILY,19,3,536,10000000,10000,1,0,Everyone,1,Casual,nan,27/06/2017,2.0.0,4
3601,AH Alarm Panel,TOOLS,26,3,7,81000,100,0,4.99,Everyone,1,Tools,nan,05/12/2011,1.2.0,1.5
3602,Arrowhead AH App,MEDICAL,20,5,3,28000000,100,1,0,Everyone,1,Medical,nan,21/04/2017,300000.0.80,4.0.3
3603,Ah! Monster,FAMILY,19,4,1998,9800000,100000,1,0,Everyone,1,Casual,nan,21/06/2017,4.0.0,4
3604,Kimbrough AH,MEDICAL,20,5,5,28000000,100,1,0,Everyone,1,Medical,nan,21/09/2017,300000.0.90,4.0.3
3605,The Ah Yeah! Button,FAMILY,19,3,30,318000,5000,1,0,Everyone,1,Entertainment,nan,10/01/2013,1.2,2.3
3606,Bee'ah Employee App,COMMUNICATION,7,4,4,5400000,100,1,0,Teen,2,Communication,nan,24/12/2017,2.26.5.0,5
3607,Clarksburg AH,MEDICAL,20,1,1,28000000,50,1,0,Everyone,1,Medical,nan,05/01/2017,300000.0.81,4.0.3
3608,Prestige AH,MEDICAL,20,4,2,29000000,100,1,0,Everyone,1,Medical,nan,05/11/2017,300000.0.81,4.0.3
3609,Ebenezer AH,MEDICAL,20,4,4,27000000,500,1,0,Everyone,1,Medical,nan,05/05/2017,300000.0.79,4.0.3
3610,AH-1 Viper Cobra Ops - helicopter flight simulator,GAME,18,3,1088,86000000,100000,1,0,Teen,2,Action,nan,16/02/2018,1.0.1,4.3
3611,Ah! Bird,SPORTS,24,3,1689,5700000,100000,1,0,Everyone,1,Sports,nan,29/08/2017,1.5.062,4.3
3612,Brandon Lakes AH,MEDICAL,20,2,5,27000000,100,1,0,Everyone,1,Medical,nan,05/05/2017,300000.0.79,4.0.3
3613,Ah! Coins,GAME,18,3,256,9100000,50000,1,0,Everyone,1,Action,nan,12/08/2016,1.0.0,2.3
3614,Replika,FAMILY,19,4,45458,35000000,1000000,1,0,Mature 17+,4,Entertainment,nan,08/03/2018,1.5.49,4.4
3615,Ai illustrator viewer,ART_AND_DESIGN,1,3,486,5900000,100000,1,0,Everyone,1,Art & Design,nan,26/07/2018,5.7,5
3616,Real AI,FAMILY,19,3,949,1200000,50000,1,0,Everyone,1,Entertainment,nan,22/07/2018,4.9,4
3617,The Artificial Intelligence Project (A.I. Chat),FAMILY,19,3,76,39000000,5000,0,1.99,Everyone,1,Simulation,nan,29/03/2018,1.2,2.3
3618,Virtual Assistant DataBot: Artificial Intelligence,FAMILY,19,4,80927,27000000,1000000,1,0,Everyone,1,Entertainment,nan,31/07/2018,7.2.5,4
3619,ALPHA - Artificial Intelligence,FAMILY,19,4,51,3200000,1000,1,0,Everyone,1,Entertainment,nan,06/03/2018,1.3.4,4
3620,Artificial Intelligence,FAMILY,19,3,339,4200000,50000,1,0,Everyone,1,Education,nan,04/05/2018,6.2,4
3621,Orbita AI â€” Exciting mobile puzzles & riddles,FAMILY,19,4,116973,31000000,1000000,1,0,Everyone,1,Puzzle,nan,29/03/2018,1.1.9.1,4.1
3622,SMS AI Bot,TOOLS,26,3,89,3900000,10000,1,0,Everyone,1,Tools,nan,07/01/2018,3.0.4,4.1
3623,ChatBot AI Talking Girl,FAMILY,19,3,3597,25000000,100000,1,0,Everyone 10+,3,Entertainment,nan,31/07/2018,1.0.16,4.0.3
3624,Youper - AI Therapy,MEDICAL,20,4,1976,69000000,50000,1,0,Everyone,1,Medical,nan,08/03/2018,6.02.000,6
3625,ParaTek Ai Speech generator,TOOLS,26,3,448,4300000,50000,1,0,Everyone,1,Tools,nan,23/03/2017,1.9,1.6
3626,Extreme- Personal Voice Assistant,PRODUCTIVITY,28,4,25627,9800000,1000000,1,0,Everyone,1,Productivity,nan,08/05/2018,132,5
3627,AI Face Beauty Analysis - IntelliFace (Free),BEAUTY,3,3,40,13000000,10000,1,0,Everyone,1,Beauty,nan,04/11/2018,20,4.1
3628,Robin - AI Voice Assistant,MAPS_AND_NAVIGATION,33,4,55313,16000000,1000000,1,0,Everyone,1,Maps & Navigation,nan,08/05/2018,4.435,4.1
3629,Learn Artificial Intelligence,FAMILY,19,4,27,4200000,10000,1,0,Everyone,1,Education,nan,14/07/2018,1.1.4,4.1
3630,AI Benchmark,TOOLS,26,4,97,99000000,5000,1,0,Everyone,1,Tools,nan,29/06/2018,2.0.0,4.1
3631,AI Today : Artificial Intelligence News & AI 101,NEWS_AND_MAGAZINES,32,5,43,2300000,100,1,0,Everyone,1,News & Magazines,nan,22/06/2018,1,4.4
3632,Tomo A.i. Pet Chat Bot,FAMILY,19,3,40,3600000,1000,1,0,Everyone,1,Entertainment,nan,15/05/2017,1,4.0.3
3633,Puck AI Personal Assistant Robot,PRODUCTIVITY,28,4,22,26000000,1000,1,0,Everyone,1,Productivity,nan,11/02/2017,1.5,4.0.3
3634,Builder (by Engineer.ai),PRODUCTIVITY,28,3,8,3200000,100,1,0,Everyone,1,Productivity,nan,11/04/2017,1.2-Release,4.1
